<0.03785635145272239, C923H1756N274O464S5, C923H1756N274O464S5
0.37877930323398096, C929H1833N277O448S7, C923H1756N274O464S5
0.10194051541413282, C920H1768N270O467S6, C923H1756N274O464S5
0.14871186380690116, C918H1760N278O466S4, C923H1756N274O464S5
0.16041560837077012, C916H1756N272O473S4, C923H1756N274O464S5
0.05760974552411325, C920H1760N274O466S5, C923H1756N274O464S5
0.09513073357674134, C915H1756N274O470S5, C923H1756N274O464S5
0.089088247357152, C922H1748N272O467S5, C923H1756N274O464S5
0.09538428488141985, C916H1756N272O471S5, C923H1756N274O464S5
0.16895576196154138, C918H1752N274O464S7, C923H1756N274O464S5
0.07060906412542658, C915H1756N274O468S6, C923H1756N274O464S5
0.11258325987924384, C924H1764N268O466S6, C923H1756N274O464S5
0.1546070898334265, C919H1748N270O469S6, C923H1756N274O464S5
0.12410610890186168, C923H1760N276O464S4, C923H1756N274O464S5
0.1347125272399833, C915H1752N272O472S5, C923H1756N274O464S5
0.08379728678445475, C919H1756N274O465S6, C923H1756N274O464S5
0.15201982163841554, C929H1748N274O458S6, C923H1756N274O464S5
0.040564183112909435, C923H1760N268O469S5, C923H1756N274O464S5
0.1539416369784912, C916H1752N278O468S4, C923H1756N274O464S5
0.10293751214552166, C918H1768N274O467S5, C923H1756N274O464S5
0.11222205066014834, C922H1756N276O465S4, C923H1756N274O464S5
0.2908831391908594, C918H1744N270O466S8, C923H1756N274O464S5
0.3420270426712939, C936H1817N247O448S18, C923H1756N274O464S5
0.20019190027468015, C916H1740N272O470S6, C923H1756N274O464S5
0.1947371650009112, C917H1748N274O471S4, C923H1756N274O464S5
0.11177040775797702, C924H1760N274O465S4, C923H1756N274O464S5
0.10624024828631828, C923H1760N268O467S6, C923H1756N274O464S5
0.06896393238309954, C918H1760N270O471S5, C923H1756N274O464S5
0.060066087866135695, C922H1756N268O470S5, C923H1756N274O464S5
0.05187943655321236, C922H1768N266O471S5, C923H1756N274O464S5
0.10014180825959015, C918H1752N274O466S6, C923H1756N274O464S5
0.09494645402526324, C914H1752N274O469S6, C923H1756N274O464S5
0.13347991575217313, C912H1752N278O465S7, C923H1756N274O464S5
0.07911671028457216, C918H1760N270O469S6, C923H1756N274O464S5
0.13155378473866244, C914H1752N274O471S5, C923H1756N274O464S5
