<5.201636987704231, C916H1752N278O468S4, C916H1752N278O468S4
5.151982326303775, C929H1833N277O448S7, C916H1752N278O468S4
5.198336952737012, C918H1760N278O466S4, C916H1752N278O468S4
5.199996683412557, C916H1756N272O473S4, C916H1752N278O468S4
5.179168521520624, C920H1760N274O466S5, C916H1752N278O468S4
5.182834362113176, C915H1756N274O470S5, C916H1752N278O468S4
5.178076268648701, C922H1748N272O467S5, C916H1752N278O468S4
5.181575764747333, C916H1756N272O471S5, C916H1752N278O468S4
5.151084562490521, C902H1857N271O470S8, C916H1752N278O468S4
5.150521954170599, C918H1752N274O464S7, C916H1752N278O468S4
5.166464197215218, C915H1756N274O468S6, C916H1752N278O468S4
5.16118095494384, C924H1764N268O466S6, C916H1752N278O468S4
5.163387746608475, C919H1748N270O469S6, C916H1752N278O468S4
5.194189503080761, C923H1760N276O464S4, C916H1752N278O468S4
5.18313748864922, C915H1752N272O472S5, C916H1752N278O468S4
5.164556262958408, C919H1756N274O465S6, C916H1752N278O468S4
5.160531751841411, C929H1748N274O458S6, C916H1752N278O468S4
5.175497428418653, C923H1760N268O469S5, C916H1752N278O468S4
5.177665798922634, C923H1756N274O464S5, C916H1752N278O468S4
5.180433856909258, C918H1768N274O467S5, C916H1752N278O468S4
5.19520807613331, C922H1756N276O465S4, C916H1752N278O468S4
5.206656215981067, C912H1748N276O473S4, C916H1752N278O468S4
5.135015892187318, C918H1744N270O466S8, C916H1752N278O468S4
5.166932128601192, C916H1740N272O470S6, C916H1752N278O468S4
5.201272901477175, C917H1748N274O471S4, C916H1752N278O468S4
5.192994766512444, C924H1760N274O465S4, C916H1752N278O468S4
5.203525678701205, C916H1744N274O472S4, C916H1752N278O468S4
5.160979885645464, C923H1760N268O467S6, C916H1752N278O468S4
5.179162772432819, C918H1760N270O471S5, C916H1752N278O468S4
5.176215062267902, C922H1756N268O470S5, C916H1752N278O468S4
5.175318148858857, C922H1768N266O471S5, C916H1752N278O468S4
5.164944273909482, C918H1752N274O466S6, C916H1752N278O468S4
5.167382414037476, C914H1752N274O469S6, C916H1752N278O468S4
5.154156175904068, C912H1752N278O465S7, C916H1752N278O468S4
5.1637553842639345, C918H1760N270O469S6, C916H1752N278O468S4
5.184332307727925, C914H1752N274O471S5, C916H1752N278O468S4
5.15232063424628, C921H1764N274O461S7, C916H1752N278O468S4
