<0.21556909662406967, C922H1756N276O465S4, C922H1756N276O465S4
0.2685154550985681, C929H1833N277O448S7, C922H1756N276O465S4
0.21635860059969372, C918H1760N278O466S4, C922H1756N276O465S4
0.22638408289228407, C916H1756N272O473S4, C922H1756N276O465S4
0.22062343040050444, C920H1760N274O466S5, C922H1756N276O465S4
0.21723033863243166, C915H1756N274O470S5, C922H1756N276O465S4
0.2218007097106555, C922H1748N272O467S5, C922H1756N276O465S4
0.2180312509308053, C916H1756N272O471S5, C922H1756N276O465S4
0.2852963493144975, C902H1857N271O470S8, C922H1756N276O465S4
0.22279314748693002, C915H1756N274O468S6, C922H1756N276O465S4
0.2284762818121937, C919H1748N270O469S6, C922H1756N276O465S4
0.21792924546000714, C923H1760N276O464S4, C922H1756N276O465S4
0.22405850742651057, C915H1752N272O472S5, C922H1756N276O465S4
0.22992918985581398, C919H1756N274O465S6, C922H1756N276O465S4
0.22131767107729924, C923H1760N268O469S5, C922H1756N276O465S4
0.22224667614670715, C923H1756N274O464S5, C922H1756N276O465S4
0.2240687720157977, C916H1752N278O468S4, C922H1756N276O465S4
0.2274686306589939, C918H1768N274O467S5, C922H1756N276O465S4
0.2518096555071033, C912H1748N276O473S4, C922H1756N276O465S4
0.25430820993855874, C918H1744N270O466S8, C922H1756N276O465S4
0.24023304141501928, C916H1740N272O470S6, C922H1756N276O465S4
0.2368666521377954, C917H1748N274O471S4, C922H1756N276O465S4
0.21748319332463634, C924H1760N274O465S4, C922H1756N276O465S4
0.25279752903925584, C916H1744N274O472S4, C922H1756N276O465S4
0.2392155036359893, C923H1760N268O467S6, C922H1756N276O465S4
0.21693799877217657, C918H1760N270O471S5, C922H1756N276O465S4
0.21947461494220316, C922H1756N268O470S5, C922H1756N276O465S4
0.22588525189203673, C922H1768N266O471S5, C922H1756N276O465S4
0.22555993075450945, C918H1752N274O466S6, C922H1756N276O465S4
0.22267612996985678, C914H1752N274O469S6, C922H1756N276O465S4
0.23250420186906468, C912H1752N278O465S7, C922H1756N276O465S4
0.22818139494002782, C918H1760N270O469S6, C922H1756N276O465S4
0.2228208943844528, C914H1752N274O471S5, C922H1756N276O465S4
