<0.019390194676586415, C922H1756N276O465S4, C922H1756N276O465S4
0.42392780658578155, C929H1833N277O448S7, C922H1756N276O465S4
0.05847445125978611, C918H1760N278O466S4, C922H1756N276O465S4
0.09559618389793365, C916H1756N272O473S4, C922H1756N276O465S4
0.07869147745599925, C920H1760N274O466S5, C922H1756N276O465S4
0.0818659133613749, C915H1756N274O470S5, C922H1756N276O465S4
0.16559278949667244, C922H1748N272O467S5, C922H1756N276O465S4
0.09776691665768117, C916H1756N272O471S5, C922H1756N276O465S4
0.38620809067608497, C902H1857N271O470S8, C922H1756N276O465S4
0.15844824863741788, C915H1756N274O468S6, C922H1756N276O465S4
0.2381811172959071, C919H1748N270O469S6, C922H1756N276O465S4
0.044111650410674275, C923H1760N276O464S4, C922H1756N276O465S4
0.12661933997369323, C915H1752N272O472S5, C922H1756N276O465S4
0.17003041974551297, C919H1756N274O465S6, C922H1756N276O465S4
0.11359300474839738, C923H1760N268O469S5, C922H1756N276O465S4
0.10494112945345947, C923H1756N274O464S5, C922H1756N276O465S4
0.08414627178201271, C916H1752N278O468S4, C922H1756N276O465S4
0.10066181563421209, C918H1768N274O467S5, C922H1756N276O465S4
0.1747535636130173, C912H1748N276O473S4, C922H1756N276O465S4
0.3653271845682811, C918H1744N270O466S8, C922H1756N276O465S4
0.2711369829308495, C916H1740N272O470S6, C922H1756N276O465S4
0.13336648273914584, C917H1748N274O471S4, C922H1756N276O465S4
0.04264301633122283, C924H1760N274O465S4, C922H1756N276O465S4
0.17611467097991423, C916H1744N274O472S4, C922H1756N276O465S4
0.1925617199035962, C923H1760N268O467S6, C922H1756N276O465S4
0.08676625591483174, C918H1760N270O471S5, C922H1756N276O465S4
0.13677762930144025, C922H1756N268O470S5, C922H1756N276O465S4
0.0951480589924946, C922H1768N266O471S5, C922H1756N276O465S4
0.1906360530825205, C918H1752N274O466S6, C922H1756N276O465S4
0.18156354092960178, C914H1752N274O469S6, C922H1756N276O465S4
0.22515505375849862, C912H1752N278O465S7, C922H1756N276O465S4
0.16539843882683186, C918H1760N270O469S6, C922H1756N276O465S4
0.11124104082201387, C914H1752N274O471S5, C922H1756N276O465S4
