<0.009339888685602635, C922H1756N276O465S4, C922H1756N276O465S4
0.4325138849325727, C929H1833N277O448S7, C922H1756N276O465S4
0.0575529967750268, C918H1760N278O466S4, C922H1756N276O465S4
0.09559609663668135, C916H1756N272O473S4, C922H1756N276O465S4
0.07250145755284905, C920H1760N274O466S5, C922H1756N276O465S4
0.08349146664117027, C915H1756N274O470S5, C922H1756N276O465S4
0.16945140118670213, C922H1748N272O467S5, C922H1756N276O465S4
0.0998149959595192, C916H1756N272O471S5, C922H1756N276O465S4
0.3924243938762387, C902H1857N271O470S8, C922H1756N276O465S4
0.16324677821039585, C915H1756N274O468S6, C922H1756N276O465S4
0.2439063985992962, C919H1748N270O469S6, C922H1756N276O465S4
0.042903095833943236, C923H1760N276O464S4, C922H1756N276O465S4
0.12836625334294646, C915H1752N272O472S5, C922H1756N276O465S4
0.1755571751663241, C919H1756N274O465S6, C922H1756N276O465S4
0.1164214933646905, C923H1760N268O469S5, C922H1756N276O465S4
0.10555046501384527, C923H1756N274O464S5, C922H1756N276O465S4
0.084141069966067, C916H1752N278O468S4, C922H1756N276O465S4
0.10066097899481746, C918H1768N274O467S5, C922H1756N276O465S4
0.17475352302989622, C912H1748N276O473S4, C922H1756N276O465S4
0.3741029667738828, C918H1744N270O466S8, C922H1756N276O465S4
0.2762564125721344, C916H1740N272O470S6, C922H1756N276O465S4
0.1333664490126119, C917H1748N274O471S4, C922H1756N276O465S4
0.039726273528587486, C924H1760N274O465S4, C922H1756N276O465S4
0.1761145982561748, C916H1744N274O472S4, C922H1756N276O465S4
0.19876392868544016, C923H1760N268O467S6, C922H1756N276O465S4
0.08877677147653114, C918H1760N270O471S5, C922H1756N276O465S4
0.14062703156815914, C922H1756N268O470S5, C922H1756N276O465S4
0.08974193253251617, C922H1768N266O471S5, C922H1756N276O465S4
0.1961162680455851, C918H1752N274O466S6, C922H1756N276O465S4
0.18615144959517685, C914H1752N274O469S6, C922H1756N276O465S4
0.23160062445132068, C912H1752N278O465S7, C922H1756N276O465S4
0.1707541681296358, C918H1760N270O469S6, C922H1756N276O465S4
0.11261283661805747, C914H1752N274O471S5, C922H1756N276O465S4
