<0.24313284788086384, C916H1752N278O468S4, C916H1752N278O468S4
0.24314270790031864, C929H1833N277O448S7, C916H1752N278O468S4
0.2507772595433659, C918H1760N278O466S4, C916H1752N278O468S4
0.24304802011980536, C916H1756N272O473S4, C916H1752N278O468S4
0.2632218931380005, C920H1760N274O466S5, C916H1752N278O468S4
0.24506934281691356, C915H1756N274O470S5, C916H1752N278O468S4
0.24513995295113264, C922H1748N272O467S5, C916H1752N278O468S4
0.24466845138200216, C916H1756N272O471S5, C916H1752N278O468S4
0.25416046385127533, C902H1857N271O470S8, C916H1752N278O468S4
0.2784095330921741, C918H1752N274O464S7, C916H1752N278O468S4
0.25652125428583433, C915H1756N274O468S6, C916H1752N278O468S4
0.302010072009169, C924H1764N268O466S6, C916H1752N278O468S4
0.2471858004423099, C919H1748N270O469S6, C916H1752N278O468S4
0.25966731957994443, C923H1760N276O464S4, C916H1752N278O468S4
0.24180867403067532, C915H1752N272O472S5, C916H1752N278O468S4
0.26984591949467834, C919H1756N274O465S6, C916H1752N278O468S4
0.28921056074250867, C929H1748N274O458S6, C916H1752N278O468S4
0.2604220809998015, C923H1760N268O469S5, C916H1752N278O468S4
0.2637420791677283, C923H1756N274O464S5, C916H1752N278O468S4
0.2771860422258156, C918H1768N274O467S5, C916H1752N278O468S4
0.2502758743033161, C922H1756N276O465S4, C916H1752N278O468S4
0.25162958018227105, C912H1748N276O473S4, C916H1752N278O468S4
0.26986117859317404, C918H1744N270O466S8, C916H1752N278O468S4
0.24162925629728882, C916H1740N272O470S6, C916H1752N278O468S4
0.24537446205409308, C917H1748N274O471S4, C916H1752N278O468S4
0.2587379810288441, C924H1760N274O465S4, C916H1752N278O468S4
0.25161008288464626, C916H1744N274O472S4, C916H1752N278O468S4
0.2824966749152804, C923H1760N268O467S6, C916H1752N278O468S4
0.25066491459915474, C918H1760N270O471S5, C916H1752N278O468S4
0.2504185963916084, C922H1756N268O470S5, C916H1752N278O468S4
0.2723886646263293, C922H1768N266O471S5, C916H1752N278O468S4
0.2570683637229877, C918H1752N274O466S6, C916H1752N278O468S4
0.24767833455420363, C914H1752N274O469S6, C916H1752N278O468S4
0.2647073432304171, C912H1752N278O465S7, C916H1752N278O468S4
0.2670620322350501, C918H1760N270O469S6, C916H1752N278O468S4
0.2419173988266664, C914H1752N274O471S5, C916H1752N278O468S4
0.3453685402072306, C921H1764N274O461S7, C916H1752N278O468S4
