<0.002112500473593295, C922H1756N276O465S4, C922H1756N276O465S4
0.4406369007340377, C929H1833N277O448S7, C922H1756N276O465S4
0.05884333368291398, C918H1760N278O466S4, C922H1756N276O465S4
0.09559606423304962, C916H1756N272O473S4, C922H1756N276O465S4
0.07107021958199, C920H1760N274O466S5, C922H1756N276O465S4
0.08519201814827171, C915H1756N274O470S5, C922H1756N276O465S4
0.17326924308958175, C922H1748N272O467S5, C922H1756N276O465S4
0.10187372409811787, C916H1756N272O471S5, C922H1756N276O465S4
0.3984157231225008, C902H1857N271O470S8, C922H1756N276O465S4
0.16793446039710638, C915H1756N274O468S6, C922H1756N276O465S4
0.24946309479721193, C919H1748N270O469S6, C922H1756N276O465S4
0.04290320610580764, C923H1760N276O464S4, C922H1756N276O465S4
0.13011424378460534, C915H1752N272O472S5, C922H1756N276O465S4
0.18106198937257637, C919H1756N274O465S6, C922H1756N276O465S4
0.1204396058157818, C923H1760N268O469S5, C922H1756N276O465S4
0.10934349636397298, C923H1756N274O464S5, C922H1756N276O465S4
0.08414101554982625, C916H1752N278O468S4, C922H1756N276O465S4
0.10066097832618949, C918H1768N274O467S5, C922H1756N276O465S4
0.17475347085162593, C912H1748N276O473S4, C922H1756N276O465S4
0.38236690529095213, C918H1744N270O466S8, C922H1756N276O465S4
0.2812265975889969, C916H1740N272O470S6, C922H1756N276O465S4
0.1333664056499494, C917H1748N274O471S4, C922H1756N276O465S4
0.03970955631564738, C924H1760N274O465S4, C922H1756N276O465S4
0.17611450475424661, C916H1744N274O472S4, C922H1756N276O465S4
0.2049987467717321, C923H1760N268O467S6, C922H1756N276O465S4
0.091441784016088, C918H1760N270O471S5, C922H1756N276O465S4
0.1444371310003852, C922H1756N268O470S5, C922H1756N276O465S4
0.08810499683179922, C922H1768N266O471S5, C922H1756N276O465S4
0.20143755894789683, C918H1752N274O466S6, C922H1756N276O465S4
0.1906379857455144, C914H1752N274O469S6, C922H1756N276O465S4
0.23782127916903656, C912H1752N278O465S7, C922H1756N276O465S4
0.176062599116089, C918H1760N270O469S6, C922H1756N276O465S4
0.11399003045664449, C914H1752N274O471S5, C922H1756N276O465S4
