<0.21539880383787866, C923H1756N274O464S5, C923H1756N274O464S5
0.27558620894469016, C929H1833N277O448S7, C923H1756N274O464S5
0.2267214794493872, C920H1768N270O467S6, C923H1756N274O464S5
0.22675472948952885, C918H1760N278O466S4, C923H1756N274O464S5
0.24820844097692743, C916H1756N272O473S4, C923H1756N274O464S5
0.21579706034039126, C920H1760N274O466S5, C923H1756N274O464S5
0.2250928703248637, C915H1756N274O470S5, C923H1756N274O464S5
0.22522370505873968, C922H1748N272O467S5, C923H1756N274O464S5
0.2255348233000163, C916H1756N272O471S5, C923H1756N274O464S5
0.2246279992029484, C918H1752N274O464S7, C923H1756N274O464S5
0.21640023747111842, C915H1756N274O468S6, C923H1756N274O464S5
0.22765498231504047, C924H1764N268O466S6, C923H1756N274O464S5
0.22560280220644638, C919H1748N270O469S6, C923H1756N274O464S5
0.22085282933152048, C923H1760N276O464S4, C923H1756N274O464S5
0.23693981935685682, C915H1752N272O472S5, C923H1756N274O464S5
0.21676951021293045, C919H1756N274O465S6, C923H1756N274O464S5
0.22635322522889537, C929H1748N274O458S6, C923H1756N274O464S5
0.21548631743188412, C923H1760N268O469S5, C923H1756N274O464S5
0.24479955419690444, C916H1752N278O468S4, C923H1756N274O464S5
0.21949054793838882, C918H1768N274O467S5, C923H1756N274O464S5
0.22376492749629226, C922H1756N276O465S4, C923H1756N274O464S5
0.2378926482366314, C918H1744N270O466S8, C923H1756N274O464S5
0.36366486983785845, C936H1817N247O448S18, C923H1756N274O464S5
0.24833928726912224, C916H1740N272O470S6, C923H1756N274O464S5
0.26244973193934046, C917H1748N274O471S4, C923H1756N274O464S5
0.220072709675357, C924H1760N274O465S4, C923H1756N274O464S5
0.22079721959701015, C923H1760N268O467S6, C923H1756N274O464S5
0.21877028401046578, C918H1760N270O471S5, C923H1756N274O464S5
0.21889787167279193, C922H1756N268O470S5, C923H1756N274O464S5
0.21648956407257208, C922H1768N266O471S5, C923H1756N274O464S5
0.21756389788584607, C918H1752N274O466S6, C923H1756N274O464S5
0.22157849292826318, C914H1752N274O469S6, C923H1756N274O464S5
0.21930756131729795, C912H1752N278O465S7, C923H1756N274O464S5
0.21628624659886786, C918H1760N270O469S6, C923H1756N274O464S5
0.23604197263568663, C914H1752N274O471S5, C923H1756N274O464S5
