<0.07132822083941608, C923H1756N274O464S5, C923H1756N274O464S5
0.3556201966928664, C929H1833N277O448S7, C923H1756N274O464S5
0.12012053429973736, C920H1768N270O467S6, C923H1756N274O464S5
0.15484257733650375, C918H1760N278O466S4, C923H1756N274O464S5
0.17360616116971658, C916H1756N272O473S4, C923H1756N274O464S5
0.08512527325652228, C920H1760N274O466S5, C923H1756N274O464S5
0.1155357381151999, C915H1756N274O470S5, C923H1756N274O464S5
0.10313612831792938, C922H1748N272O467S5, C923H1756N274O464S5
0.11414037751024428, C916H1756N272O471S5, C923H1756N274O464S5
0.1669200850006571, C918H1752N274O464S7, C923H1756N274O464S5
0.0921223537727735, C915H1756N274O468S6, C923H1756N274O464S5
0.13231933700742157, C924H1764N268O466S6, C923H1756N274O464S5
0.15156503828047607, C919H1748N270O469S6, C923H1756N274O464S5
0.1328532953095838, C923H1760N276O464S4, C923H1756N274O464S5
0.14132640994702556, C915H1752N272O472S5, C923H1756N274O464S5
0.10488047875069727, C919H1756N274O465S6, C923H1756N274O464S5
0.15796268946425032, C929H1748N274O458S6, C923H1756N274O464S5
0.07304569933824752, C923H1760N268O469S5, C923H1756N274O464S5
0.16897822621712724, C916H1752N278O468S4, C923H1756N274O464S5
0.11344963127944918, C918H1768N274O467S5, C923H1756N274O464S5
0.12954239013293328, C922H1756N276O465S4, C923H1756N274O464S5
0.2672111657438517, C918H1744N270O466S8, C923H1756N274O464S5
0.3398623063650239, C936H1817N247O448S18, C923H1756N274O464S5
0.1948427928394849, C916H1740N272O470S6, C923H1756N274O464S5
0.19730940285834797, C917H1748N274O471S4, C923H1756N274O464S5
0.12456231342908199, C924H1760N274O465S4, C923H1756N274O464S5
0.12419631867942034, C923H1760N268O467S6, C923H1756N274O464S5
0.09503677837425535, C918H1760N270O471S5, C923H1756N274O464S5
0.08455779019647355, C922H1756N268O470S5, C923H1756N274O464S5
0.07966951168681376, C922H1768N266O471S5, C923H1756N274O464S5
0.11220609482730193, C918H1752N274O466S6, C923H1756N274O464S5
0.10677304185853308, C914H1752N274O469S6, C923H1756N274O464S5
0.13781719158907277, C912H1752N278O465S7, C923H1756N274O464S5
0.10088957001709524, C918H1760N270O469S6, C923H1756N274O464S5
0.14029994368466686, C914H1752N274O471S5, C923H1756N274O464S5
