<0.2591209944754485, C916H1752N278O468S4, C916H1752N278O468S4
0.2475563056613124, C929H1833N277O448S7, C916H1752N278O468S4
0.3109451266162297, C920H1768N270O467S6, C916H1752N278O468S4
0.26651727929535607, C918H1760N278O466S4, C916H1752N278O468S4
0.2586416242355838, C916H1756N272O473S4, C916H1752N278O468S4
0.27529407156481517, C920H1760N274O466S5, C916H1752N278O468S4
0.25780286126423163, C915H1756N274O470S5, C916H1752N278O468S4
0.256778378630537, C922H1748N272O467S5, C916H1752N278O468S4
0.2571273400558485, C916H1756N272O471S5, C916H1752N278O468S4
0.258439885109773, C902H1857N271O470S8, C916H1752N278O468S4
0.28403725753211156, C918H1752N274O464S7, C916H1752N278O468S4
0.26595817517345155, C915H1756N274O468S6, C916H1752N278O468S4
0.2556927863011487, C919H1748N270O469S6, C916H1752N278O468S4
0.2747162619907855, C923H1760N276O464S4, C916H1752N278O468S4
0.25435860672570004, C915H1752N272O472S5, C916H1752N278O468S4
0.27876044082754153, C919H1756N274O465S6, C916H1752N278O468S4
0.2967346896941077, C929H1748N274O458S6, C916H1752N278O468S4
0.2716917513399365, C923H1760N268O469S5, C916H1752N278O468S4
0.2754498971143362, C923H1756N274O464S5, C916H1752N278O468S4
0.2894397522568547, C918H1768N274O467S5, C916H1752N278O468S4
0.2655078288245062, C922H1756N276O465S4, C916H1752N278O468S4
0.2677977474541385, C912H1748N276O473S4, C916H1752N278O468S4
0.2716921569579368, C918H1744N270O466S8, C916H1752N278O468S4
0.25044536792087113, C916H1740N272O470S6, C916H1752N278O468S4
0.2609685247537968, C917H1748N274O471S4, C916H1752N278O468S4
0.2735711020168596, C924H1760N274O465S4, C916H1752N278O468S4
0.267233414009539, C916H1744N274O472S4, C916H1752N278O468S4
0.29046972061213294, C923H1760N268O467S6, C916H1752N278O468S4
0.2627426588367365, C918H1760N270O471S5, C916H1752N278O468S4
0.26180321787331273, C922H1756N268O470S5, C916H1752N278O468S4
0.28360820457654917, C922H1768N266O471S5, C916H1752N278O468S4
0.26608836582272993, C918H1752N274O466S6, C916H1752N278O468S4
0.25722189081618607, C914H1752N274O469S6, C916H1752N278O468S4
0.27138687805626016, C912H1752N278O465S7, C916H1752N278O468S4
0.2758661330647321, C918H1760N270O469S6, C916H1752N278O468S4
0.2547502817044816, C914H1752N274O471S5, C916H1752N278O468S4
