<0.3706136050209073, C916H1752N278O468S4, C916H1752N278O468S4
0.33726917034210685, C929H1833N277O448S7, C916H1752N278O468S4
0.37402082531264674, C918H1760N278O466S4, C916H1752N278O468S4
0.36952022142695523, C916H1756N272O473S4, C916H1752N278O468S4
0.37170821161069884, C920H1760N274O466S5, C916H1752N278O468S4
0.36014273439005523, C915H1756N274O470S5, C916H1752N278O468S4
0.3572724413970023, C922H1748N272O467S5, C916H1752N278O468S4
0.35906044805329923, C916H1756N272O471S5, C916H1752N278O468S4
0.34711807487457164, C902H1857N271O470S8, C916H1752N278O468S4
0.39028506351563175, C924H1764N268O466S6, C916H1752N278O468S4
0.364640899078345, C918H1752N274O464S7, C916H1752N278O468S4
0.3582474962633527, C915H1756N274O468S6, C916H1752N278O468S4
0.3488451749339389, C919H1748N270O469S6, C916H1752N278O468S4
0.3783651399375461, C923H1760N276O464S4, C916H1752N278O468S4
0.35805612589444685, C915H1752N272O472S5, C916H1752N278O468S4
0.36739885151658064, C919H1756N274O465S6, C916H1752N278O468S4
0.3671484983532908, C923H1760N268O469S5, C916H1752N278O468S4
0.37118216504839185, C923H1756N274O464S5, C916H1752N278O468S4
0.38312385507956787, C918H1768N274O467S5, C916H1752N278O468S4
0.3719881264706667, C922H1756N276O465S4, C916H1752N278O468S4
0.38081606101392157, C912H1748N276O473S4, C916H1752N278O468S4
0.3465628537473961, C918H1744N270O466S8, C916H1752N278O468S4
0.34727934925500553, C916H1740N272O470S6, C916H1752N278O468S4
0.3725419617806883, C917H1748N274O471S4, C916H1752N278O468S4
0.3769775769429974, C924H1760N274O465S4, C916H1752N278O468S4
0.3790807228773703, C916H1744N274O472S4, C916H1752N278O468S4
0.37489404746547944, C923H1760N268O467S6, C916H1752N278O468S4
0.36201463686857743, C918H1760N270O471S5, C916H1752N278O468S4
0.359938245641525, C922H1756N268O470S5, C916H1752N278O468S4
0.37623058299880374, C922H1768N266O471S5, C916H1752N278O468S4
0.35764931895336805, C918H1752N274O466S6, C916H1752N278O468S4
0.3519896649751682, C914H1752N274O469S6, C916H1752N278O468S4
0.35638555551486467, C912H1752N278O465S7, C916H1752N278O468S4
0.3647078838200662, C918H1760N270O469S6, C916H1752N278O468S4
0.35890318422591727, C914H1752N274O471S5, C916H1752N278O468S4
