<0.07148564203316249, C916H1752N278O468S4, C916H1752N278O468S4
0.3712301521283169, C929H1833N277O448S7, C916H1752N278O468S4
0.24507602037394774, C920H1768N270O467S6, C916H1752N278O468S4
0.10296451833427019, C918H1760N278O466S4, C916H1752N278O468S4
0.0731026419338232, C916H1756N272O473S4, C916H1752N278O468S4
0.15983365387139528, C920H1760N274O466S5, C916H1752N278O468S4
0.11877496356248242, C915H1756N274O470S5, C916H1752N278O468S4
0.16163243928232104, C922H1748N272O467S5, C916H1752N278O468S4
0.12447617589882107, C916H1756N272O471S5, C916H1752N278O468S4
0.3349204728210941, C902H1857N271O470S8, C916H1752N278O468S4
0.2542949803874513, C918H1752N274O464S7, C916H1752N278O468S4
0.1769087875213098, C915H1756N274O468S6, C916H1752N278O468S4
0.21430790630999386, C919H1748N270O469S6, C916H1752N278O468S4
0.13570821191508067, C923H1760N276O464S4, C916H1752N278O468S4
0.12828148034629414, C915H1752N272O472S5, C916H1752N278O468S4
0.20120186282659352, C919H1756N274O465S6, C916H1752N278O468S4
0.2551155207074605, C929H1748N274O458S6, C916H1752N278O468S4
0.16553723139777987, C923H1760N268O469S5, C916H1752N278O468S4
0.16881970745268313, C923H1756N274O464S5, C916H1752N278O468S4
0.18633239436425125, C918H1768N274O467S5, C916H1752N278O468S4
0.10931931950149995, C922H1756N276O465S4, C916H1752N278O468S4
0.10774456816182311, C912H1748N276O473S4, C916H1752N278O468S4
0.3290447788013723, C918H1744N270O466S8, C916H1752N278O468S4
0.23470404505240658, C916H1740N272O470S6, C916H1752N278O468S4
0.08911518819548825, C917H1748N274O471S4, C916H1752N278O468S4
0.13481575636860085, C924H1760N274O465S4, C916H1752N278O468S4
0.10769783765348742, C916H1744N274O472S4, C916H1752N278O468S4
0.22644162820560212, C923H1760N268O467S6, C916H1752N278O468S4
0.1360332492428383, C918H1760N270O471S5, C916H1752N278O468S4
0.15592139189674553, C922H1756N268O470S5, C916H1752N278O468S4
0.18088058454613862, C922H1768N266O471S5, C916H1752N278O468S4
0.19368827815454018, C918H1752N274O466S6, C916H1752N278O468S4
0.17626358225623057, C914H1752N274O469S6, C916H1752N278O468S4
0.22142885547021446, C912H1752N278O465S7, C916H1752N278O468S4
0.19548882610604687, C918H1760N270O469S6, C916H1752N278O468S4
0.1199474941202287, C914H1752N274O471S5, C916H1752N278O468S4
