<0.0013502326162240872, C922H1756N276O465S4, C922H1756N276O465S4
0.4402773656104751, C929H1833N277O448S7, C922H1756N276O465S4
0.05879564546961286, C918H1760N278O466S4, C922H1756N276O465S4
0.09559606711336663, C916H1756N272O473S4, C922H1756N276O465S4
0.07091716880890457, C920H1760N274O466S5, C922H1756N276O465S4
0.0851094669125463, C915H1756N274O470S5, C922H1756N276O465S4
0.1730823404411684, C922H1748N272O467S5, C922H1756N276O465S4
0.10177152033683112, C916H1756N272O471S5, C922H1756N276O465S4
0.39813538134803506, C902H1857N271O470S8, C922H1756N276O465S4
0.16771847517180458, C915H1756N274O468S6, C922H1756N276O465S4
0.24920025415837166, C919H1748N270O469S6, C922H1756N276O465S4
0.04290319552227214, C923H1760N276O464S4, C922H1756N276O465S4
0.1300290553676817, C915H1752N272O472S5, C922H1756N276O465S4
0.18080252197868063, C919H1756N274O465S6, C922H1756N276O465S4
0.12024192731577749, C923H1760N268O469S5, C922H1756N276O465S4
0.10914685470706122, C923H1756N274O464S5, C922H1756N276O465S4
0.08414102035782907, C916H1752N278O468S4, C922H1756N276O465S4
0.10066097832619228, C918H1768N274O467S5, C922H1756N276O465S4
0.174753475489689, C912H1748N276O473S4, C922H1756N276O465S4
0.3820063290673709, C918H1744N270O466S8, C922H1756N276O465S4
0.28100507328529434, C916H1740N272O470S6, C922H1756N276O465S4
0.13336640950440223, C917H1748N274O471S4, C922H1756N276O465S4
0.039709554159734706, C924H1760N274O465S4, C922H1756N276O465S4
0.17611451306552303, C916H1744N274O472S4, C922H1756N276O465S4
0.2047078662221573, C923H1760N268O467S6, C922H1756N276O465S4
0.09131504059103224, C918H1760N270O471S5, C922H1756N276O465S4
0.1442508273897124, C922H1756N268O470S5, C922H1756N276O465S4
0.08810510960225065, C922H1768N266O471S5, C922H1756N276O465S4
0.20119070086341503, C918H1752N274O466S6, C922H1756N276O465S4
0.19042880799116096, C914H1752N274O469S6, C922H1756N276O465S4
0.2375315949625807, C912H1752N278O465S7, C922H1756N276O465S4
0.17581631420581925, C918H1760N270O469S6, C922H1756N276O465S4
0.11392196700710452, C914H1752N274O471S5, C922H1756N276O465S4
