<2.2238328581135103, C923H1756N274O464S5, C923H1756N274O464S5
2.2058266068833636, C929H1833N277O448S7, C923H1756N274O464S5
2.2078826014007715, C920H1768N270O467S6, C923H1756N274O464S5
2.243619012508948, C918H1760N278O466S4, C923H1756N274O464S5
2.248451016172459, C916H1756N272O473S4, C923H1756N274O464S5
2.225125283000415, C920H1760N274O466S5, C923H1756N274O464S5
2.230391312190661, C915H1756N274O470S5, C923H1756N274O464S5
2.2266462234913984, C922H1748N272O467S5, C923H1756N274O464S5
2.2294107646153845, C916H1756N272O471S5, C923H1756N274O464S5
2.195679186116852, C918H1752N274O464S7, C923H1756N274O464S5
2.213535662606033, C915H1756N274O468S6, C923H1756N274O464S5
2.2051497068800803, C924H1764N268O466S6, C923H1756N274O464S5
2.2122621825854725, C919H1748N270O469S6, C923H1756N274O464S5
2.2394301165017123, C923H1760N276O464S4, C923H1756N274O464S5
2.232436971507403, C915H1752N272O472S5, C923H1756N274O464S5
2.210550837708673, C919H1756N274O465S6, C923H1756N274O464S5
2.2048489610845086, C929H1748N274O458S6, C923H1756N274O464S5
2.221956810886405, C923H1760N268O469S5, C923H1756N274O464S5
2.2495271928458056, C916H1752N278O468S4, C923H1756N274O464S5
2.225376034548721, C918H1768N274O467S5, C923H1756N274O464S5
2.241245526861487, C922H1756N276O465S4, C923H1756N274O464S5
2.1802965370765484, C918H1744N270O466S8, C923H1756N274O464S5
2.0254930008232526, C936H1817N247O448S18, C923H1756N274O464S5
2.218767060262525, C916H1740N272O470S6, C923H1756N274O464S5
2.2518204817340797, C917H1748N274O471S4, C923H1756N274O464S5
2.2384738312906487, C924H1760N274O465S4, C923H1756N274O464S5
2.206059544066418, C923H1760N268O467S6, C923H1756N274O464S5
2.2261315964289037, C918H1760N270O471S5, C923H1756N274O464S5
2.2237441840980083, C922H1756N268O470S5, C923H1756N274O464S5
2.2208323370566316, C922H1768N266O471S5, C923H1756N274O464S5
2.212149984665612, C918H1752N274O466S6, C923H1756N274O464S5
2.2156437272912015, C914H1752N274O469S6, C923H1756N274O464S5
2.200689133389434, C912H1752N278O465S7, C923H1756N274O464S5
2.2099510091639454, C918H1760N270O469S6, C923H1756N274O464S5
2.2333486889988263, C914H1752N274O471S5, C923H1756N274O464S5
