<0.24296030950705427, C923H1756N274O464S5, C923H1756N274O464S5
0.2695690292933567, C929H1833N277O448S7, C923H1756N274O464S5
0.25148422149367117, C920H1768N270O467S6, C923H1756N274O464S5
0.24989096139597464, C918H1760N278O466S4, C923H1756N274O464S5
0.27117548435747624, C916H1756N272O473S4, C923H1756N274O464S5
0.243156698935902, C920H1760N274O466S5, C923H1756N274O464S5
0.2514763343821839, C915H1756N274O470S5, C923H1756N274O464S5
0.25089711133806214, C922H1748N272O467S5, C923H1756N274O464S5
0.25190670325601533, C916H1756N272O471S5, C923H1756N274O464S5
0.2429987541591447, C918H1752N274O464S7, C923H1756N274O464S5
0.2422643961249841, C915H1756N274O468S6, C923H1756N274O464S5
0.2511687162044657, C924H1764N268O466S6, C923H1756N274O464S5
0.24684432876717383, C919H1748N270O469S6, C923H1756N274O464S5
0.24596046908938426, C923H1760N276O464S4, C923H1756N274O464S5
0.2619304376316269, C915H1752N272O472S5, C923H1756N274O464S5
0.2420595043449252, C919H1756N274O465S6, C923H1756N274O464S5
0.24658222492299084, C929H1748N274O458S6, C923H1756N274O464S5
0.2428401544614182, C923H1760N268O469S5, C923H1756N274O464S5
0.267956428130085, C916H1752N278O468S4, C923H1756N274O464S5
0.24507441100889066, C918H1768N274O467S5, C923H1756N274O464S5
0.24943608577385395, C922H1756N276O465S4, C923H1756N274O464S5
0.24181227879337572, C918H1744N270O466S8, C923H1756N274O464S5
0.36424370745608803, C936H1817N247O448S18, C923H1756N274O464S5
0.2660909823686228, C916H1740N272O470S6, C923H1756N274O464S5
0.28480229291307196, C917H1748N274O471S4, C923H1756N274O464S5
0.24586632397432254, C924H1760N274O465S4, C923H1756N274O464S5
0.24450340080797292, C923H1760N268O467S6, C923H1756N274O464S5
0.24586612197944543, C918H1760N270O471S5, C923H1756N274O464S5
0.24567736090433512, C922H1756N268O470S5, C923H1756N274O464S5
0.24353297527654766, C922H1768N266O471S5, C923H1756N274O464S5
0.24213294051958253, C918H1752N274O466S6, C923H1756N274O464S5
0.24631620696151493, C914H1752N274O469S6, C923H1756N274O464S5
0.24098689239124776, C912H1752N278O465S7, C923H1756N274O464S5
0.24171801198981285, C918H1760N270O469S6, C923H1756N274O464S5
0.26121370942852734, C914H1752N274O471S5, C923H1756N274O464S5
