<0.07148927841230247, C922H1756N276O465S4, C922H1756N276O465S4
0.37955138567892205, C929H1833N277O448S7, C922H1756N276O465S4
0.09188579131390362, C918H1760N278O466S4, C922H1756N276O465S4
0.11392937781953608, C916H1756N272O473S4, C922H1756N276O465S4
0.11364367981004299, C920H1760N274O466S5, C922H1756N276O465S4
0.10058672426538397, C915H1756N274O470S5, C922H1756N276O465S4
0.15498626160717804, C922H1748N272O467S5, C922H1756N276O465S4
0.10950514041804167, C916H1756N272O471S5, C922H1756N276O465S4
0.35405891032713954, C902H1857N271O470S8, C922H1756N276O465S4
0.15417284594569414, C915H1756N274O468S6, C922H1756N276O465S4
0.21154305267919288, C919H1748N270O469S6, C922H1756N276O465S4
0.08141940438381091, C923H1760N276O464S4, C922H1756N276O465S4
0.12760656624164982, C915H1752N272O472S5, C922H1756N276O465S4
0.16864610635411298, C919H1756N274O465S6, C922H1756N276O465S4
0.13079988464230904, C923H1760N268O469S5, C922H1756N276O465S4
0.12878619356824816, C923H1756N274O464S5, C922H1756N276O465S4
0.10870218721022358, C916H1752N278O468S4, C922H1756N276O465S4
0.11947252011341812, C918H1768N274O467S5, C922H1756N276O465S4
0.17572502213277832, C912H1748N276O473S4, C922H1756N276O465S4
0.32007346081870514, C918H1744N270O466S8, C922H1756N276O465S4
0.24485197876526948, C916H1740N272O470S6, C922H1756N276O465S4
0.13813447528954453, C917H1748N274O471S4, C922H1756N276O465S4
0.08320437969569473, C924H1760N274O465S4, C922H1756N276O465S4
0.17636124891074328, C916H1744N274O472S4, C922H1756N276O465S4
0.18899142132994443, C923H1760N268O467S6, C922H1756N276O465S4
0.1083403687108419, C918H1760N270O471S5, C922H1756N276O465S4
0.13706206798440823, C922H1756N268O470S5, C922H1756N276O465S4
0.12699513864719095, C922H1768N266O471S5, C922H1756N276O465S4
0.17575032852071348, C918H1752N274O466S6, C922H1756N276O465S4
0.16706490347987651, C914H1752N274O469S6, C922H1756N276O465S4
0.2025497466047476, C912H1752N278O465S7, C922H1756N276O465S4
0.16433153023327524, C918H1760N270O469S6, C922H1756N276O465S4
0.11699222230243851, C914H1752N274O471S5, C922H1756N276O465S4
