<0.2588240034266142, C923H1756N274O464S5, C923H1756N274O464S5
0.2782258196064832, C929H1833N277O448S7, C923H1756N274O464S5
0.26437772532688814, C920H1768N270O467S6, C923H1756N274O464S5
0.2690929085799977, C918H1760N278O466S4, C923H1756N274O464S5
0.29014431675554536, C916H1756N272O473S4, C923H1756N274O464S5
0.259273509837813, C920H1760N274O466S5, C923H1756N274O464S5
0.26798920940394855, C915H1756N274O470S5, C923H1756N274O464S5
0.2666213490551023, C922H1748N272O467S5, C923H1756N274O464S5
0.268195278548387, C916H1756N272O471S5, C923H1756N274O464S5
0.2529728145026367, C918H1752N274O464S7, C923H1756N274O464S5
0.25595307588842914, C915H1756N274O468S6, C923H1756N274O464S5
0.26340944494193025, C924H1764N268O466S6, C923H1756N274O464S5
0.25965833600116206, C919H1748N270O469S6, C923H1756N274O464S5
0.2646749499468776, C923H1760N276O464S4, C923H1756N274O464S5
0.2782607170284009, C915H1752N272O472S5, C923H1756N274O464S5
0.2553158020547772, C919H1756N274O465S6, C923H1756N274O464S5
0.25847874907502527, C929H1748N274O458S6, C923H1756N274O464S5
0.2582652608512607, C923H1760N268O469S5, C923H1756N274O464S5
0.2873206542878865, C916H1752N278O468S4, C923H1756N274O464S5
0.2613255104913896, C918H1768N274O467S5, C923H1756N274O464S5
0.2682651264630525, C922H1756N276O465S4, C923H1756N274O464S5
0.247850186063134, C918H1744N270O466S8, C923H1756N274O464S5
0.34239424319976325, C936H1817N247O448S18, C923H1756N274O464S5
0.27917014972270565, C916H1740N272O470S6, C923H1756N274O464S5
0.3037762974310174, C917H1748N274O471S4, C923H1756N274O464S5
0.26440354177626585, C924H1760N274O465S4, C923H1756N274O464S5
0.25686225901598925, C923H1760N268O467S6, C923H1756N274O464S5
0.2618785452282846, C918H1760N270O471S5, C923H1756N274O464S5
0.2611634148026648, C922H1756N268O470S5, C923H1756N274O464S5
0.25890347721685064, C922H1768N266O471S5, C923H1756N274O464S5
0.2554585681338808, C918H1752N274O466S6, C923H1756N274O464S5
0.26007323572835866, C914H1752N274O469S6, C923H1756N274O464S5
0.25202151241873855, C912H1752N278O465S7, C923H1756N274O464S5
0.25484872536357567, C918H1760N270O469S6, C923H1756N274O464S5
0.27777498306464093, C914H1752N274O471S5, C923H1756N274O464S5
