<0.24314751702289816, C922H1756N276O465S4, C922H1756N276O465S4
0.25332040252413013, C929H1833N277O448S7, C922H1756N276O465S4
0.24351085553890459, C918H1760N278O466S4, C922H1756N276O465S4
0.2526451815366737, C916H1756N272O473S4, C922H1756N276O465S4
0.24547601073811648, C920H1760N274O466S5, C922H1756N276O465S4
0.24252512930294634, C915H1756N274O470S5, C922H1756N276O465S4
0.242498626990857, C922H1748N272O467S5, C922H1756N276O465S4
0.24266017781338206, C916H1756N272O471S5, C922H1756N276O465S4
0.27999051475007897, C902H1857N271O470S8, C922H1756N276O465S4
0.2426247515653539, C915H1756N274O468S6, C922H1756N276O465S4
0.241517674656706, C919H1748N270O469S6, C922H1756N276O465S4
0.2450889697262909, C923H1760N276O464S4, C922H1756N276O465S4
0.24724754533400534, C915H1752N272O472S5, C922H1756N276O465S4
0.24819885774146316, C919H1756N274O465S6, C922H1756N276O465S4
0.24429951512335346, C923H1760N268O469S5, C922H1756N276O465S4
0.24569477601489048, C923H1756N274O464S5, C922H1756N276O465S4
0.25076023903602235, C916H1752N278O468S4, C922H1756N276O465S4
0.252352469091119, C918H1768N274O467S5, C922H1756N276O465S4
0.27507477959554444, C912H1748N276O473S4, C922H1756N276O465S4
0.24892947256621528, C918H1744N270O466S8, C922H1756N276O465S4
0.250255051037809, C916H1740N272O470S6, C922H1756N276O465S4
0.26152947825375766, C917H1748N274O471S4, C922H1756N276O465S4
0.2446888446881489, C924H1760N274O465S4, C922H1756N276O465S4
0.2752214398196932, C916H1744N274O472S4, C922H1756N276O465S4
0.25505741192027753, C923H1760N268O467S6, C922H1756N276O465S4
0.24175559564574145, C918H1760N270O471S5, C922H1756N276O465S4
0.24172302287990896, C922H1756N268O470S5, C922H1756N276O465S4
0.24969079499572794, C922H1768N266O471S5, C922H1756N276O465S4
0.24286464000038527, C918H1752N274O466S6, C922H1756N276O465S4
0.24123753430026612, C914H1752N274O469S6, C922H1756N276O465S4
0.24571877074648937, C912H1752N278O465S7, C922H1756N276O465S4
0.24684144652552023, C918H1760N270O469S6, C922H1756N276O465S4
0.24682586344954613, C914H1752N274O471S5, C922H1756N276O465S4
