<0.8674648638226673, C922H1756N276O465S4, C922H1756N276O465S4
0.8349976294113011, C929H1833N277O448S7, C922H1756N276O465S4
0.8698663664012036, C918H1760N278O466S4, C922H1756N276O465S4
0.8768794896930154, C916H1756N272O473S4, C922H1756N276O465S4
0.8519933507681957, C920H1760N274O466S5, C922H1756N276O465S4
0.8571381504888768, C915H1756N274O470S5, C922H1756N276O465S4
0.8532586366838961, C922H1748N272O467S5, C922H1756N276O465S4
0.8562295486552557, C916H1756N272O471S5, C922H1756N276O465S4
0.8467290933330568, C902H1857N271O470S8, C922H1756N276O465S4
0.8401397758708302, C915H1756N274O468S6, C922H1756N276O465S4
0.8387362281306963, C919H1748N270O469S6, C922H1756N276O465S4
0.8658951919000172, C923H1760N276O464S4, C922H1756N276O465S4
0.8604423569376755, C915H1752N272O472S5, C922H1756N276O465S4
0.838050842968722, C919H1756N274O465S6, C922H1756N276O465S4
0.8486227993161914, C923H1760N268O469S5, C922H1756N276O465S4
0.8506748728010651, C923H1756N274O464S5, C922H1756N276O465S4
0.8773966563440265, C916H1752N278O468S4, C922H1756N276O465S4
0.8535184040266424, C918H1768N274O467S5, C922H1756N276O465S4
0.89160491202706, C912H1748N276O473S4, C922H1756N276O465S4
0.8082495906678301, C918H1744N270O466S8, C922H1756N276O465S4
0.8478971222078282, C916H1740N272O470S6, C922H1756N276O465S4
0.8820896081002483, C917H1748N274O471S4, C922H1756N276O465S4
0.864888026725502, C924H1760N274O465S4, C922H1756N276O465S4
0.8893690866065951, C916H1744N274O472S4, C922H1756N276O465S4
0.8349754469443531, C923H1760N268O467S6, C922H1756N276O465S4
0.8525188906650404, C918H1760N270O471S5, C922H1756N276O465S4
0.8500405674790111, C922H1756N268O470S5, C922H1756N276O465S4
0.8485171841940761, C922H1768N266O471S5, C922H1756N276O465S4
0.8387286741322897, C918H1752N274O466S6, C922H1756N276O465S4
0.8421463417002775, C914H1752N274O469S6, C922H1756N276O465S4
0.8279076128764512, C912H1752N278O465S7, C922H1756N276O465S4
0.8372601455075659, C918H1760N270O469S6, C922H1756N276O465S4
0.8612208317849329, C914H1752N274O471S5, C922H1756N276O465S4
