<0.038011803884880756, C922H1756N276O465S4, C922H1756N276O465S4
0.40805867324915285, C929H1833N277O448S7, C922H1756N276O465S4
0.06769472662792635, C918H1760N278O466S4, C922H1756N276O465S4
0.09721981277146478, C916H1756N272O473S4, C922H1756N276O465S4
0.09104850876024188, C920H1760N274O466S5, C922H1756N276O465S4
0.08347022678908252, C915H1756N274O470S5, C922H1756N276O465S4
0.15865692149141764, C922H1748N272O467S5, C922H1756N276O465S4
0.09682387411088592, C916H1756N272O471S5, C922H1756N276O465S4
0.37471076008258813, C902H1857N271O470S8, C922H1756N276O465S4
0.1519883635617508, C915H1756N274O468S6, C922H1756N276O465S4
0.22759674977892974, C919H1748N270O469S6, C922H1756N276O465S4
0.05419215800361449, C923H1760N276O464S4, C922H1756N276O465S4
0.12360426770815715, C915H1752N272O472S5, C922H1756N276O465S4
0.1646662728130392, C919H1756N274O465S6, C922H1756N276O465S4
0.11616867624798977, C923H1760N268O469S5, C922H1756N276O465S4
0.11135378875787279, C923H1756N274O464S5, C922H1756N276O465S4
0.08858170583816871, C916H1752N278O468S4, C922H1756N276O465S4
0.10308945805610215, C918H1768N274O467S5, C922H1756N276O465S4
0.174753656540305, C912H1748N276O473S4, C922H1756N276O465S4
0.34910202225210196, C918H1744N270O466S8, C922H1756N276O465S4
0.26166925769152083, C916H1740N272O470S6, C922H1756N276O465S4
0.13336674376612423, C917H1748N274O471S4, C922H1756N276O465S4
0.05513084816276592, C924H1760N274O465S4, C922H1756N276O465S4
0.17611480413392755, C916H1744N274O472S4, C922H1756N276O465S4
0.18657421437933214, C923H1760N268O467S6, C922H1756N276O465S4
0.09034622981200569, C918H1760N270O471S5, C922H1756N276O465S4
0.13194406807881273, C922H1756N268O470S5, C922H1756N276O465S4
0.10634596636997379, C922H1768N266O471S5, C922H1756N276O465S4
0.18125877307107793, C918H1752N274O466S6, C922H1756N276O465S4
0.17327340782424203, C914H1752N274O469S6, C922H1756N276O465S4
0.21360426690627732, C912H1752N278O465S7, C922H1756N276O465S4
0.1601012780215572, C918H1760N270O469S6, C922H1756N276O465S4
0.10923793757974172, C914H1752N274O471S5, C922H1756N276O465S4
