<0.21555875968876811, C916H1752N278O468S4, C916H1752N278O468S4
0.2588932264104525, C929H1833N277O448S7, C916H1752N278O468S4
0.22476966905031306, C918H1760N278O466S4, C916H1752N278O468S4
0.21566499548911525, C916H1756N272O473S4, C916H1752N278O468S4
0.24133852527808383, C920H1760N274O466S5, C916H1752N278O468S4
0.22074757158045355, C915H1756N274O470S5, C916H1752N278O468S4
0.22550177056183895, C922H1748N272O467S5, C916H1752N278O468S4
0.22096947676756618, C916H1756N272O471S5, C916H1752N278O468S4
0.2601291736271555, C902H1857N271O470S8, C916H1752N278O468S4
0.27071825066726735, C918H1752N274O464S7, C916H1752N278O468S4
0.23879356484640094, C915H1756N274O468S6, C916H1752N278O468S4
0.2896355533615807, C924H1764N268O466S6, C916H1752N278O468S4
0.23510853684892966, C919H1748N270O469S6, C916H1752N278O468S4
0.2349083305390399, C923H1760N276O464S4, C916H1752N278O468S4
0.2186539238869305, C915H1752N272O472S5, C916H1752N278O468S4
0.25426062725629284, C919H1756N274O465S6, C916H1752N278O468S4
0.2800911578507902, C929H1748N274O458S6, C916H1752N278O468S4
0.2400786338929039, C923H1760N268O469S5, C916H1752N278O468S4
0.2432067987657121, C923H1756N274O464S5, C916H1752N278O468S4
0.25615488270955405, C918H1768N274O467S5, C916H1752N278O468S4
0.22410805205085813, C922H1756N276O465S4, C916H1752N278O468S4
0.22531416437928797, C912H1748N276O473S4, C916H1752N278O468S4
0.2746514408383722, C918H1744N270O466S8, C916H1752N278O468S4
0.23184376455830139, C916H1740N272O470S6, C916H1752N278O468S4
0.2188790798051907, C917H1748N274O471S4, C916H1752N278O468S4
0.2339316616019972, C924H1760N274O465S4, C916H1752N278O468S4
0.22650181421491652, C916H1744N274O472S4, C916H1752N278O468S4
0.26949020279403374, C923H1760N268O467S6, C916H1752N278O468S4
0.22766958712256044, C918H1760N270O471S5, C916H1752N278O468S4
0.22990712973318858, C922H1756N268O470S5, C916H1752N278O468S4
0.252125510191726, C922H1768N266O471S5, C916H1752N278O468S4
0.24165050313431008, C918H1752N274O466S6, C916H1752N278O468S4
0.230428711454189, C914H1752N274O469S6, C916H1752N278O468S4
0.25323371804337697, C912H1752N278O465S7, C916H1752N278O468S4
0.25100138132595357, C918H1760N270O469S6, C916H1752N278O468S4
0.2179554537166391, C914H1752N274O471S5, C916H1752N278O468S4
0.33823545069109295, C921H1764N274O461S7, C916H1752N278O468S4
