<0.8680338826724677, C916H1752N278O468S4, C916H1752N278O468S4
0.8244343160312149, C929H1833N277O448S7, C916H1752N278O468S4
0.8661343125412573, C918H1760N278O466S4, C916H1752N278O468S4
0.8667060342844733, C916H1756N272O473S4, C916H1752N278O468S4
0.8514263135769864, C920H1760N274O466S5, C916H1752N278O468S4
0.8515214335243916, C915H1756N274O470S5, C916H1752N278O468S4
0.8476608895939977, C922H1748N272O467S5, C916H1752N278O468S4
0.8504006204351056, C916H1756N272O471S5, C916H1752N278O468S4
0.8298261214801027, C902H1857N271O470S8, C916H1752N278O468S4
0.8268321225320964, C918H1752N274O464S7, C916H1752N278O468S4
0.8381654107317482, C915H1756N274O468S6, C916H1752N278O468S4
0.8339758011262456, C919H1748N270O469S6, C916H1752N278O468S4
0.8644491560326983, C923H1760N276O464S4, C916H1752N278O468S4
0.8517622042752634, C915H1752N272O472S5, C916H1752N278O468S4
0.8389543632192282, C919H1756N274O465S6, C916H1752N278O468S4
0.8389325443997628, C929H1748N274O458S6, C916H1752N278O468S4
0.8474688606227633, C923H1760N268O469S5, C916H1752N278O468S4
0.8502173267753249, C923H1756N274O464S5, C916H1752N278O468S4
0.8636421365145183, C922H1756N276O465S4, C916H1752N278O468S4
0.8555219472520987, C918H1768N274O467S5, C916H1752N278O468S4
0.8766949466069187, C912H1748N276O473S4, C916H1752N278O468S4
0.8090163514847358, C918H1744N270O466S8, C916H1752N278O468S4
0.8378794225933245, C916H1740N272O470S6, C916H1752N278O468S4
0.8695057822859216, C917H1748N274O471S4, C916H1752N278O468S4
0.8632528066766495, C924H1760N274O465S4, C916H1752N278O468S4
0.8743192836572447, C916H1744N274O472S4, C916H1752N278O468S4
0.8490695441433613, C918H1760N270O471S5, C916H1752N278O468S4
0.8464678925728959, C922H1756N268O470S5, C916H1752N278O468S4
0.8497307090243026, C922H1768N266O471S5, C916H1752N278O468S4
0.8368565624615615, C918H1752N274O466S6, C916H1752N278O468S4
0.8377077203131887, C914H1752N274O469S6, C916H1752N278O468S4
0.8277937567575352, C912H1752N278O465S7, C916H1752N278O468S4
0.8375998814866856, C918H1760N270O469S6, C916H1752N278O468S4
0.8527568901941348, C914H1752N274O471S5, C916H1752N278O468S4
