<2.2310380028483054, C916H1752N278O468S4, C916H1752N278O468S4
2.186686661488203, C929H1833N277O448S7, C916H1752N278O468S4
2.2292887226393843, C918H1760N278O466S4, C916H1752N278O468S4
2.229341633715479, C916H1756N272O473S4, C916H1752N278O468S4
2.2126060228080586, C920H1760N274O466S5, C916H1752N278O468S4
2.214844369309269, C915H1756N274O470S5, C916H1752N278O468S4
2.2110224829739513, C922H1748N272O467S5, C916H1752N278O468S4
2.2137280575679625, C916H1756N272O471S5, C916H1752N278O468S4
2.186574785478998, C902H1857N271O470S8, C916H1752N278O468S4
2.1839620353194746, C918H1752N274O464S7, C916H1752N278O468S4
2.199991032086157, C915H1756N274O468S6, C916H1752N278O468S4
2.1955168125282003, C924H1764N268O466S6, C916H1752N278O468S4
2.196930458874268, C919H1748N270O469S6, C916H1752N278O468S4
2.2265971780173777, C923H1760N276O464S4, C916H1752N278O468S4
2.2148829348848302, C915H1752N272O472S5, C916H1752N278O468S4
2.1984318097195636, C919H1756N274O465S6, C916H1752N278O468S4
2.1941002085276566, C929H1748N274O458S6, C916H1752N278O468S4
2.208997199008921, C923H1760N268O469S5, C916H1752N278O468S4
2.211280626702152, C923H1756N274O464S5, C916H1752N278O468S4
2.214349300206972, C918H1768N274O467S5, C916H1752N278O468S4
2.2268687443011714, C922H1756N276O465S4, C916H1752N278O468S4
2.2358102670896525, C912H1748N276O473S4, C916H1752N278O468S4
2.1671858207998818, C918H1744N270O466S8, C916H1752N278O468S4
2.200493639506495, C916H1740N272O470S6, C916H1752N278O468S4
2.2308303395684295, C917H1748N274O471S4, C916H1752N278O468S4
2.2254958599588077, C924H1760N274O465S4, C916H1752N278O468S4
2.2333298911152233, C916H1744N274O472S4, C916H1752N278O468S4
2.1949583557280596, C923H1760N268O467S6, C916H1752N278O468S4
2.211890558845027, C918H1760N270O471S5, C916H1752N278O468S4
2.209326315553888, C922H1756N268O470S5, C916H1752N278O468S4
2.2092192295475743, C922H1768N266O471S5, C916H1752N278O468S4
2.198569172478155, C918H1752N274O466S6, C916H1752N278O468S4
2.200634427473481, C914H1752N274O469S6, C916H1752N278O468S4
2.18784640235645, C912H1752N278O465S7, C916H1752N278O468S4
2.1975701305288187, C918H1760N270O469S6, C916H1752N278O468S4
2.215917085297545, C914H1752N274O471S5, C916H1752N278O468S4
2.186585072419119, C921H1764N274O461S7, C916H1752N278O468S4
